Orderid,Orderdate,Priority,Returned,Customerid
IN-2012-NC1862511-41041,41041,High,No,NC-1862511
IN-2012-NC1862558-41199,41199,Medium,No,NC-1862558
IN-2012-NC186257-41257,41257,Medium,No,NC-186257
IN-2012-NF1838527-41265,41265,Low,No,NF-1838527
IN-2012-NF1847527-41016,41016,High,No,NF-1847527
IN-2012-NF1847527-41217,41217,Medium,No,NF-1847527
IN-2012-NF1847558-41118,41118,Medium,No,NF-1847558
IN-2012-NF1859527-40916,40916,Medium,No,NF-1859527
IN-2012-NF185957-41271,41271,High,No,NF-185957
IN-2012-NG1843027-41251,41251,High,No,NG-1843027
IN-2012-NG1843058-41089,41089,Low,No,NG-1843058
IN-2012-NG184307-41256,41256,Medium,No,NG-184307
IN-2012-NH1861092-41187,41187,High,No,NH-1861092
IN-2012-NL1831027-41016,41016,Medium,No,NL-1831027
IN-2012-NM1844527-41189,41189,Medium,No,NM-1844527
IN-2012-NM1844558-40934,40934,High,No,NM-1844558
IN-2012-NM1852058-41101,41101,Low,No,NM-1852058
IN-2012-NP1832511-40974,40974,Medium,No,NP-1832511
IN-2012-NP1832592-41125,41125,Medium,No,NP-1832592
IN-2012-NP186707-41209,41209,Medium,No,NP-186707
IN-2012-NP1870058-41220,41220,Medium,No,NP-1870058
IN-2012-NW1840027-41234,41234,Critical,No,NW-1840027
IN-2012-NW1840078-40946,40946,Medium,No,NW-1840078
IN-2012-NZ1856558-41271,41271,High,No,NZ-1856558
IN-2012-PB1915027-41168,41168,Medium,No,PB-1915027
IN-2012-PB19210127-41259,41259,Critical,Yes,PB-19210127
IN-2012-PB192107-41158,41158,High,No,PB-192107
IN-2012-PC18745144-41000,41000,Medium,No,PC-18745144
IN-2012-PF1912027-40983,40983,Critical,No,PF-1912027
IN-2012-PF191207-41176,41176,Medium,No,PF-191207
IN-2012-PG188207-41047,41047,Low,No,PG-188207
IN-2012-PG188207-41266,41266,High,No,PG-188207
IN-2012-PG1889527-41242,41242,Critical,No,PG-1889527
IN-2012-PH18790102-41167,41167,Medium,No,PH-18790102
IN-2012-PH187907-41205,41205,Medium,No,PH-187907
IN-2012-PH187907-41272,41272,High,No,PH-187907
IN-2012-PJ1883527-41079,41079,Medium,No,PJ-1883527
IN-2012-PJ188357-41202,41202,Medium,No,PJ-188357
IN-2012-PL1892527-41228,41228,Low,No,PL-1892527
IN-2012-PM1894027-41166,41166,Medium,No,PM-1894027
IN-2012-PN1877527-41129,41129,Medium,No,PN-1877527
IN-2012-PO1885092-41267,41267,Medium,No,PO-1885092
IN-2012-PO18865102-40985,40985,High,No,PO-18865102
IN-2012-PO1886511-40940,40940,Critical,No,PO-1886511
IN-2012-PO1886511-41249,41249,Low,No,PO-1886511
IN-2012-PO1886527-40918,40918,High,No,PO-1886527
IN-2012-PO1886527-40935,40935,Medium,No,PO-1886527
IN-2012-PO1919527-41200,41200,High,No,PO-1919527
IN-2012-PP1895527-41205,41205,Medium,No,PP-1895527
IN-2012-PR1888058-41013,41013,Medium,Yes,PR-1888058
IN-2012-PS187607-41038,41038,Medium,No,PS-187607
IN-2012-PS1904527-41014,41014,High,No,PS-1904527
IN-2012-PV1898558-41240,41240,Medium,No,PV-1898558
IN-2012-PW19030113-41192,41192,Medium,No,PW-19030113
IN-2012-PW19030130-41261,41261,Medium,No,PW-19030130
IN-2012-PW1903088-40927,40927,Medium,No,PW-1903088
IN-2012-PW1924058-41151,41151,High,No,PW-1924058
IN-2012-QJ1925592-41122,41122,Medium,No,QJ-1925592
IN-2012-RB1936059-41138,41138,Medium,No,RB-1936059
IN-2012-RB1936092-41130,41130,Low,No,RB-1936092
IN-2012-RB19435102-41124,41124,Medium,No,RB-19435102
IN-2012-RB1943558-41153,41153,Medium,No,RB-1943558
IN-2012-RB194657-41061,41061,Medium,No,RB-194657
IN-2012-RB1964559-41271,41271,Medium,No,RB-1964559
IN-2012-RB1970559-41072,41072,Medium,No,RB-1970559
IN-2012-RB1979558-41222,41222,Medium,No,RB-1979558
IN-2012-RB197957-41259,41259,Medium,No,RB-197957
IN-2012-RC198257-41167,41167,Medium,Yes,RC-198257
IN-2012-RC1982578-41097,41097,Medium,No,RC-1982578
IN-2012-RC1996027-41193,41193,High,No,RC-1996027
IN-2012-RD195857-41237,41237,High,No,RD-195857
IN-2012-RD19720113-41030,41030,Critical,No,RD-19720113
IN-2012-RD1990058-40957,40957,Medium,No,RD-1990058
IN-2012-RD199307-41028,41028,High,No,RD-199307
IN-2012-RE194057-41051,41051,Medium,No,RE-194057
IN-2012-RE194057-41264,41264,Medium,No,RE-194057
IN-2012-RE1945058-41076,41076,Low,No,RE-1945058
IN-2012-RF1934566-40968,40968,Medium,No,RF-1934566
IN-2012-RF1973588-41100,41100,High,No,RF-1973588
IN-2012-RH1949527-41122,41122,High,No,RH-1949527
IN-2012-RH1949559-41030,41030,High,No,RH-1949559
IN-2012-RH1951058-40961,40961,Medium,No,RH-1951058
IN-2012-RM1937558-41209,41209,Critical,No,RM-1937558
IN-2012-RM1975027-40998,40998,Low,No,RM-1975027
IN-2012-RO1978027-41052,41052,High,No,RO-1978027
IN-2012-RP1927027-41177,41177,Medium,No,RP-1927027
IN-2012-RR1931558-41194,41194,Medium,No,RR-1931558
IN-2012-RR193157-41081,41081,High,No,RR-193157
IN-2012-RR1952527-41162,41162,High,No,RR-1952527
IN-2012-RS194201-41137,41137,Critical,No,RS-194201
IN-2012-RS19765113-41244,41244,High,No,RS-19765113
IN-2012-RW195407-40998,40998,Medium,No,RW-195407
IN-2012-SA2083027-41080,41080,High,No,SA-2083027
IN-2012-SA2083027-41129,41129,Medium,No,SA-2083027
IN-2012-SB2017027-41153,41153,Critical,No,SB-2017027
IN-2012-SB2017027-41208,41208,Medium,No,SB-2017027
IN-2012-SB2018559-41157,41157,Medium,Yes,SB-2018559
IN-2012-SB20290144-41087,41087,Medium,No,SB-20290144
IN-2012-SC2002066-40960,40960,Medium,No,SC-2002066
IN-2012-SC200507-41249,41249,High,No,SC-200507
IN-2012-SC20095127-41040,41040,Medium,No,SC-20095127
IN-2012-SC200957-41170,41170,Medium,No,SC-200957
IN-2012-SC2023058-41081,41081,Medium,No,SC-2023058
IN-2012-SC2044027-41087,41087,Medium,No,SC-2044027
IN-2012-SC2057559-41146,41146,High,Yes,SC-2057559
IN-2012-SC20680102-40919,40919,Medium,No,SC-20680102
IN-2012-SC2068021-40975,40975,Medium,No,SC-2068021
IN-2012-SC2068027-41222,41222,High,No,SC-2068027
IN-2012-SC206807-41145,41145,Medium,No,SC-206807
IN-2012-SC2069559-41248,41248,Medium,Yes,SC-2069559
IN-2012-SC2072558-41118,41118,Medium,No,SC-2072558
IN-2012-SC2077058-41153,41153,Medium,No,SC-2077058
IN-2012-SC2077058-41235,41235,High,No,SC-2077058
IN-2012-SC2077058-41256,41256,Medium,No,SC-2077058
IN-2012-SC207707-41062,41062,High,No,SC-207707
IN-2012-SC2080011-41069,41069,High,No,SC-2080011
IN-2012-SE2011058-41249,41249,High,No,SE-2011058
IN-2012-SF200657-41062,41062,Medium,No,SF-200657
IN-2012-SF2020027-40939,40939,Medium,No,SF-2020027
IN-2012-SF2020027-41230,41230,Medium,No,SF-2020027
IN-2012-SF209657-41137,41137,Critical,No,SF-209657
IN-2012-SG2008058-41208,41208,Medium,No,SG-2008058
IN-2012-SG2060527-41081,41081,High,No,SG-2060527
IN-2012-SG206057-40978,40978,Medium,Yes,SG-206057
IN-2012-SJ2021527-41211,41211,Critical,No,SJ-2021527
IN-2012-SJ20500113-41138,41138,Medium,No,SJ-20500113
IN-2012-SN2056027-41143,41143,Medium,No,SN-2056027
IN-2012-SN2056058-41132,41132,Critical,No,SN-2056058
IN-2012-SN207107-41174,41174,High,No,SN-207107
IN-2012-SP2062011-41262,41262,Medium,No,SP-2062011
IN-2012-SP2086058-40950,40950,High,No,SP-2086058
IN-2012-SP2092027-41205,41205,High,No,SP-2092027
IN-2012-SP2092058-41219,41219,High,No,SP-2092058
IN-2012-SS2014027-41081,41081,High,No,SS-2014027
IN-2012-SS2041058-41228,41228,Critical,No,SS-2041058
IN-2012-SS2051527-41200,41200,Medium,No,SS-2051527
IN-2012-SS2087527-40995,40995,Medium,No,SS-2087527
IN-2012-ST2053058-41058,41058,Medium,Yes,ST-2053058
IN-2012-ST2053058-41150,41150,High,No,ST-2053058
IN-2012-SV2078559-41011,41011,Medium,No,SV-2078559
IN-2012-SV2081566-41139,41139,High,No,SV-2081566
IN-2012-SW2027527-41076,41076,High,No,SW-2027527
IN-2012-SW2035059-41067,41067,Medium,No,SW-2035059
IN-2012-SW20455127-40913,40913,Low,No,SW-20455127
IN-2012-SW2045559-41215,41215,High,No,SW-2045559
IN-2012-SZ20035130-40996,40996,Medium,No,SZ-20035130
IN-2012-SZ2003527-41221,41221,Medium,No,SZ-2003527
IN-2012-TA2138558-41087,41087,Medium,No,TA-2138558
IN-2012-TA213857-41237,41237,High,No,TA-213857
IN-2012-TB2117558-41270,41270,Medium,No,TB-2117558
IN-2012-TB2117592-41138,41138,Medium,No,TB-2117592
IN-2012-TB213557-41066,41066,Medium,No,TB-213557
IN-2012-TB2140058-41179,41179,Medium,No,TB-2140058
IN-2012-TB2152059-41207,41207,High,Yes,TB-2152059
IN-2012-TB215207-41083,41083,Medium,No,TB-215207
IN-2012-TB215207-41215,41215,Medium,No,TB-215207
IN-2012-TB2162588-41177,41177,Low,Yes,TB-2162588
IN-2012-TC2098027-41034,41034,High,No,TC-2098027
IN-2012-TC2114527-41178,41178,Medium,No,TC-2114527
IN-2012-TC214757-41272,41272,Medium,No,TC-214757
IN-2012-TC2153566-41159,41159,Medium,No,TC-2153566
IN-2012-TC215357-41170,41170,Medium,No,TC-215357
IN-2012-TD2099558-41177,41177,Critical,No,TD-2099558
IN-2012-TG2131027-40953,40953,Medium,No,TG-2131027
IN-2012-TH21100102-41153,41153,Medium,No,TH-21100102
IN-2012-TH211151-41003,41003,Medium,No,TH-211151
IN-2012-TH2123527-41047,41047,High,No,TH-2123527
IN-2012-TH212357-41139,41139,High,No,TH-212357
IN-2012-TH212357-41171,41171,Medium,No,TH-212357
IN-2012-TH215507-41109,41109,Critical,No,TH-215507
IN-2012-TM2149027-41249,41249,Medium,No,TM-2149027
IN-2012-TM2149059-41230,41230,Critical,No,TM-2149059
IN-2012-TP21130144-41223,41223,Critical,No,TP-21130144
IN-2012-TP2141592-41131,41131,High,No,TP-2141592
IN-2012-TR2132527-41188,41188,Medium,Yes,TR-2132527
IN-2012-TR213257-40928,40928,Medium,No,TR-213257
IN-2012-TS210857-41251,41251,High,No,TS-210857
IN-2012-TS2116027-40942,40942,Medium,No,TS-2116027
IN-2012-TS211607-41179,41179,Medium,Yes,TS-211607
IN-2012-TS2134058-41161,41161,High,No,TS-2134058
IN-2012-TS2134088-41165,41165,Medium,No,TS-2134088
IN-2012-TS2134092-41219,41219,Critical,No,TS-2134092
IN-2012-TS2137058-41187,41187,Medium,No,TS-2137058
IN-2012-TS2143027-41265,41265,Medium,No,TS-2143027
IN-2012-TS214307-41082,41082,Low,No,TS-214307
IN-2012-TS21505113-41171,41171,High,No,TS-21505113
IN-2012-TS2150559-40990,40990,High,Yes,TS-2150559
IN-2012-TS2161058-41150,41150,High,No,TS-2161058
IN-2012-TS216107-41250,41250,High,No,TS-216107
IN-2012-TS2161092-40939,40939,Medium,No,TS-2161092
IN-2012-TT212657-41037,41037,Medium,No,TT-212657
IN-2012-TT2126592-41247,41247,Medium,No,TT-2126592
IN-2012-TW2102527-41138,41138,High,No,TW-2102527
IN-2012-TW2102559-41107,41107,Medium,No,TW-2102559
IN-2012-TW210257-40925,40925,High,No,TW-210257
IN-2012-TZ21445113-41149,41149,Medium,No,TZ-21445113
IN-2012-TZ2144527-41250,41250,High,No,TZ-2144527
IN-2012-VD2167059-41269,41269,High,Yes,VD-2167059
IN-2012-VD2167088-41030,41030,Medium,No,VD-2167088
IN-2012-VG2179058-40997,40997,Medium,No,VG-2179058
IN-2012-VG217907-41186,41186,Medium,No,VG-217907
IN-2012-VG2179078-40993,40993,Medium,No,VG-2179078
IN-2012-VG2180558-41122,41122,Medium,No,VG-2180558
IN-2012-VM216857-40992,40992,Medium,No,VM-216857
IN-2012-VM216857-41065,41065,Medium,No,VM-216857
IN-2012-VM2183558-41240,41240,Medium,No,VM-2183558
IN-2012-VM2183558-41248,41248,Medium,No,VM-2183558
IN-2012-VP2173058-41140,41140,Medium,No,VP-2173058
IN-2012-VP217307-41166,41166,Critical,No,VP-217307
IN-2012-VP2176059-41208,41208,Medium,No,VP-2176059
IN-2012-VS218207-41006,41006,High,No,VS-218207
IN-2012-VT2170027-41230,41230,High,No,VT-2170027
IN-2012-VW2177592-41258,41258,Medium,No,VW-2177592
IN-2012-WB2185027-41153,41153,Medium,No,WB-2185027
IN-2012-WB2185058-41178,41178,Medium,No,WB-2185058
IN-2012-XP2186592-41244,41244,Medium,No,XP-2186592
IN-2012-YC2189558-41272,41272,Medium,No,YC-2189558
IN-2012-YC2189559-41255,41255,High,No,YC-2189559
IN-2012-ZD2192511-41247,41247,High,No,ZD-2192511
IN-2012-ZD219257-41171,41171,Medium,No,ZD-219257
IN-2013-AA1048059-41552,41552,Medium,No,AA-1048059
IN-2013-AA1064559-41587,41587,Medium,No,AA-1064559
IN-2013-AB1001558-41284,41284,Medium,No,AB-1001558
IN-2013-AB1006027-41450,41450,Medium,No,AB-1006027
IN-2013-AB101057-41339,41339,High,No,AB-101057
IN-2013-AB101057-41443,41443,High,No,AB-101057
IN-2013-AB101057-41626,41626,Medium,No,AB-101057
IN-2013-AB10165113-41571,41571,Medium,No,AB-10165113
IN-2013-AB101657-41637,41637,High,No,AB-101657
IN-2013-AB1060021-41402,41402,Medium,No,AB-1060021
IN-2013-AB1060027-41296,41296,Medium,No,AB-1060027
IN-2013-AC1061592-41618,41618,Medium,No,AC-1061592
IN-2013-AD101807-41552,41552,Medium,No,AD-101807
IN-2013-AF10870144-41542,41542,Medium,No,AF-10870144
IN-2013-AF10885144-41542,41542,High,No,AF-10885144
IN-2013-AF1088558-41627,41627,High,No,AF-1088558
IN-2013-AF1088559-41488,41488,Medium,No,AF-1088559
IN-2013-AG1027027-41285,41285,Medium,No,AG-1027027
IN-2013-AG1027058-41376,41376,High,No,AG-1027058
IN-2013-AG1033027-41396,41396,Low,No,AG-1033027
IN-2013-AG1076559-41615,41615,High,No,AG-1076559
IN-2013-AG109007-41401,41401,Medium,No,AG-109007
IN-2013-AH1003027-41618,41618,High,No,AH-1003027
IN-2013-AH1007558-41474,41474,Medium,No,AH-1007558
IN-2013-AH101957-41521,41521,Medium,No,AH-101957
IN-2013-AH104657-41516,41516,Medium,No,AH-104657
IN-2013-AH1069027-41619,41619,Medium,No,AH-1069027
IN-2013-AH106907-41636,41636,Medium,No,AH-106907
IN-2013-AI108557-41455,41455,Low,No,AI-108557
IN-2013-AJ1094558-41299,41299,Medium,No,AJ-1094558
IN-2013-AJ109457-41600,41600,Low,No,AJ-109457
IN-2013-AM1036059-41409,41409,High,No,AM-1036059
IN-2013-AM1070527-41535,41535,High,Yes,AM-1070527
IN-2013-AM1070527-41621,41621,Critical,No,AM-1070527
IN-2013-AO1081058-41460,41460,Medium,No,AO-1081058
IN-2013-AO108107-41398,41398,Medium,No,AO-108107
IN-2013-AP1072092-41409,41409,Critical,No,AP-1072092
IN-2013-AP1072092-41433,41433,Medium,No,AP-1072092
IN-2013-AP1091527-41509,41509,High,No,AP-1091527
IN-2013-AP109157-41424,41424,Medium,No,AP-109157
IN-2013-AP1091592-41398,41398,Medium,No,AP-1091592
IN-2013-AR1034527-41498,41498,Medium,No,AR-1034527
IN-2013-AR1034558-41531,41531,Medium,No,AR-1034558
IN-2013-AR1034559-41598,41598,High,No,AR-1034559
IN-2013-AR1051027-41339,41339,Critical,No,AR-1051027
IN-2013-AR1051058-41397,41397,Medium,No,AR-1051058
IN-2013-AR1051058-41497,41497,Medium,No,AR-1051058
IN-2013-AR105107-41293,41293,Medium,No,AR-105107
IN-2013-AR105107-41614,41614,High,No,AR-105107
IN-2013-AR1054058-41275,41275,High,No,AR-1054058
IN-2013-AR1054058-41550,41550,High,No,AR-1054058
IN-2013-AR1057058-41441,41441,High,No,AR-1057058
IN-2013-AR1057058-41632,41632,Medium,No,AR-1057058
IN-2013-AS1009027-41321,41321,Medium,No,AS-1009027
IN-2013-AS1013527-41573,41573,Medium,No,AS-1013527
IN-2013-AS10225144-41476,41476,High,No,AS-10225144
IN-2013-AS102257-41517,41517,Medium,No,AS-102257
IN-2013-AS10240102-41494,41494,Critical,No,AS-10240102
IN-2013-AS1024058-41580,41580,Medium,No,AS-1024058
IN-2013-AS1028558-41354,41354,Medium,Yes,AS-1028558
IN-2013-AS1063058-41496,41496,Medium,No,AS-1063058
IN-2013-AT1043558-41607,41607,High,No,AT-1043558
IN-2013-AT10735144-41296,41296,High,No,AT-10735144
IN-2013-AW1084027-41444,41444,Medium,No,AW-1084027
IN-2013-AY1055511-41451,41451,Medium,No,AY-1055511
IN-2013-BB1099092-41338,41338,High,No,BB-1099092
IN-2013-BC1112592-41401,41401,Medium,No,BC-1112592
IN-2013-BD1150059-41552,41552,High,No,BD-1150059
IN-2013-BD1156088-41429,41429,Critical,No,BD-1156088
IN-2013-BD116357-41625,41625,High,No,BD-116357
IN-2013-BD1172511-41541,41541,Medium,No,BD-1172511
IN-2013-BD117257-41578,41578,Medium,No,BD-117257
IN-2013-BE11335144-41514,41514,High,No,BE-11335144
IN-2013-BE1133527-41452,41452,High,No,BE-1133527
IN-2013-BE1141058-41544,41544,High,No,BE-1141058
IN-2013-BE114107-41367,41367,High,No,BE-114107
IN-2013-BE1141078-41342,41342,High,No,BE-1141078
IN-2013-BE114557-41543,41543,Medium,No,BE-114557
IN-2013-BF109757-41426,41426,Medium,No,BF-109757
IN-2013-BF11005102-41359,41359,High,No,BF-11005102
IN-2013-BF1100592-41510,41510,Medium,No,BF-1100592
IN-2013-BF1102058-41556,41556,Medium,No,BF-1102058
IN-2013-BF1117027-41353,41353,Medium,No,BF-1117027
IN-2013-BF1121527-41431,41431,High,No,BF-1121527
IN-2013-BF1127592-41633,41633,Critical,No,BF-1127592
IN-2013-BG110351-41545,41545,Low,No,BG-110351
IN-2013-BG1169527-41353,41353,Medium,No,BG-1169527
IN-2013-BG1169558-41436,41436,Medium,No,BG-1169558
IN-2013-BG1169578-41394,41394,Medium,No,BG-1169578
IN-2013-BG1174027-41539,41539,Low,No,BG-1174027
IN-2013-BG1174058-41440,41440,Critical,No,BG-1174058
IN-2013-BM1178527-41506,41506,Medium,No,BM-1178527
IN-2013-BM1178527-41542,41542,Medium,No,BM-1178527
IN-2013-BM117857-41593,41593,High,No,BM-117857
IN-2013-BN1147058-41453,41453,High,No,BN-1147058
IN-2013-BN1151527-41578,41578,High,No,BN-1151527
IN-2013-BO1135058-41512,41512,Medium,No,BO-1135058
IN-2013-BO1135059-41443,41443,Medium,No,BO-1135059
IN-2013-BO1142558-41370,41370,Medium,No,BO-1142558
IN-2013-BP1105027-41369,41369,Medium,No,BP-1105027
IN-2013-BP111857-41541,41541,High,No,BP-111857
IN-2013-BP1123058-41329,41329,Critical,No,BP-1123058
IN-2013-BP112907-41550,41550,High,No,BP-112907
IN-2013-BS1175592-41591,41591,Medium,No,BS-1175592
IN-2013-BS118007-41613,41613,Critical,No,BS-118007
IN-2013-BT1153058-41331,41331,Medium,No,BT-1153058
IN-2013-BT11680144-41446,41446,Medium,No,BT-11680144
IN-2013-BV1124527-41625,41625,High,No,BV-1124527
IN-2013-BW1111058-41404,41404,High,No,BW-1111058
IN-2013-BW1111066-41620,41620,Medium,No,BW-1111066
IN-2013-BW111107-41285,41285,Medium,No,BW-111107
IN-2013-BW1120027-41556,41556,Medium,No,BW-1120027
IN-2013-BW112007-41406,41406,High,No,BW-112007
IN-2013-CA1196527-41615,41615,Medium,No,CA-1196527
IN-2013-CA1205558-41444,41444,High,No,CA-1205558
IN-2013-CA12265113-41403,41403,Medium,No,CA-12265113
IN-2013-CA12265113-41510,41510,Medium,No,CA-12265113
IN-2013-CA1226592-41627,41627,Critical,No,CA-1226592
IN-2013-CA1277558-41548,41548,Medium,No,CA-1277558
IN-2013-CA127757-41566,41566,Medium,No,CA-127757
IN-2013-CB1253592-41619,41619,Medium,No,CB-1253592
IN-2013-CC1214558-41429,41429,High,No,CC-1214558
IN-2013-CC121457-41531,41531,Medium,No,CC-121457
IN-2013-CC12220102-41445,41445,Medium,No,CC-12220102
IN-2013-CC1222011-41408,41408,Medium,No,CC-1222011
IN-2013-CC122207-41416,41416,Medium,No,CC-122207
IN-2013-CC1237011-41462,41462,Medium,No,CC-1237011
IN-2013-CC124307-41311,41311,Critical,No,CC-124307
IN-2013-CC1247566-41572,41572,High,No,CC-1247566
IN-2013-CC124757-41552,41552,Medium,No,CC-124757
IN-2013-CC1255011-41449,41449,High,No,CC-1255011
IN-2013-CC1255027-41558,41558,High,No,CC-1255027
IN-2013-CC1261027-41286,41286,High,Yes,CC-1261027
IN-2013-CC126107-41541,41541,High,No,CC-126107
IN-2013-CC12670144-41593,41593,Critical,No,CC-12670144
IN-2013-CC126707-41403,41403,High,No,CC-126707
IN-2013-CC1268558-41619,41619,High,No,CC-1268558
IN-2013-CD119807-41513,41513,High,No,CD-119807
IN-2013-CD1228058-41311,41311,Medium,Yes,CD-1228058
IN-2013-CD122807-41426,41426,Medium,No,CD-122807
IN-2013-CG1252058-41502,41502,Critical,No,CG-1252058
IN-2013-CH1207021-41284,41284,High,No,CH-1207021
IN-2013-CH1207059-41576,41576,High,No,CH-1207059
IN-2013-CJ1187527-41586,41586,Medium,No,CJ-1187527
IN-2013-CJ118757-41445,41445,High,No,CJ-118757
IN-2013-CK1220527-41524,41524,High,No,CK-1220527
IN-2013-CK122057-41514,41514,Medium,No,CK-122057
IN-2013-CK122057-41636,41636,Critical,No,CK-122057
IN-2013-CK1232527-41573,41573,Medium,No,CK-1232527
IN-2013-CK1232566-41360,41360,Medium,No,CK-1232566
IN-2013-CK123257-41298,41298,Medium,No,CK-123257
IN-2013-CK127607-41439,41439,High,No,CK-127607
IN-2013-CL1189027-41425,41425,High,No,CL-1189027
IN-2013-CL1270027-41555,41555,Medium,Yes,CL-1270027
IN-2013-CL1270027-41619,41619,Medium,No,CL-1270027
IN-2013-CL1270066-41443,41443,Low,No,CL-1270066
IN-2013-CM1216027-41506,41506,Medium,No,CM-1216027
IN-2013-CM121907-41630,41630,High,No,CM-121907
IN-2013-CM122357-41360,41360,High,No,CM-122357
IN-2013-CM1238559-41622,41622,Medium,No,CM-1238559
IN-2013-CM124457-41504,41504,Medium,No,CM-124457
IN-2013-CM1265559-41535,41535,High,No,CM-1265559
IN-2013-CM1271527-41620,41620,High,No,CM-1271527
IN-2013-Co1264027-41508,41508,Low,No,Co-1264027
IN-2013-Co126407-41620,41620,High,No,Co-126407
IN-2013-CR125807-41607,41607,Critical,No,CR-125807
IN-2013-CR1262527-41552,41552,Critical,No,CR-1262527
IN-2013-CR1262558-41613,41613,High,No,CR-1262558
IN-2013-CR1273011-41412,41412,Medium,No,CR-1273011
IN-2013-CR1273059-41572,41572,High,No,CR-1273059
IN-2013-CR1282027-41457,41457,Medium,No,CR-1282027
IN-2013-CS1184527-41517,41517,Critical,No,CS-1184527
IN-2013-CS1195058-41606,41606,Critical,No,CS-1195058
IN-2013-CS1213066-41501,41501,Medium,No,CS-1213066
IN-2013-CS1217558-41374,41374,High,No,CS-1217558
IN-2013-CS121757-41394,41394,High,No,CS-121757
IN-2013-CS121757-41513,41513,Medium,No,CS-121757
IN-2013-CS1225078-41403,41403,Medium,No,CS-1225078
IN-2013-CS1240027-41294,41294,Medium,No,CS-1240027
IN-2013-CS1246027-41459,41459,Low,No,CS-1246027
IN-2013-CS1246058-41609,41609,Medium,No,CS-1246058
IN-2013-CS124607-41538,41538,High,No,CS-124607
IN-2013-CS1249027-41360,41360,High,No,CS-1249027
IN-2013-CS1249058-41636,41636,Medium,No,CS-1249058
IN-2013-CS1249092-41485,41485,High,No,CS-1249092
IN-2013-CT1199566-41496,41496,High,No,CT-1199566
IN-2013-CV1229559-41522,41522,High,No,CV-1229559
IN-2013-CV1280566-41382,41382,High,No,CV-1280566
IN-2013-CW1190558-41527,41527,Medium,No,CW-1190558
IN-2013-CY1274527-41494,41494,High,No,CY-1274527
IN-2013-CY1274559-41404,41404,Medium,No,CY-1274559
IN-2013-CY1274590-41586,41586,High,No,CY-1274590
IN-2013-DB129107-41296,41296,High,No,DB-129107
IN-2013-DB129107-41594,41594,Medium,No,DB-129107
IN-2013-DB1312058-41452,41452,Medium,No,DB-1312058
